20200216	1080
20200229	6422
20200211	961
20200227	3062
20200218	1205
20200220	794
20200221	1797
20200226	5746
20200219	1529
20200210	1258
20200217	849
20200228	9246
20200204	1051
20200203	839
20200202	615
20200205	836
20200212	559
20200215	924
20200223	2341
20200224	1944
20200225	4333
20200222	1548
20200214	855
20200213	368
20200209	888
20200207	1048
20200206	1398
20200201	647
20200208	1001
