20200422	35149
20200425	27304
20200413	24587
20200414	29222
20200415	34118
20200412	23003
20200424	30469
20200423	28687
20200401	44660
20200406	31647
20200430	26743
20200408	38455
20200409	33860
20200407	38310
20200419	24333
20200426	25165
20200421	45751
20200428	26318
20200417	29340
20200410	33964
20200411	28969
20200429	23472
20200416	35791
20200420	28339
20200418	28681
20200427	21009
20200405	28898
20200402	41758
20200403	40461
20200404	31359
