word,count
positieve,17
treft,17
treffen,17
and,17
deden,17
levert,17
gestorven,17
aziatische,17
tegenover,17
uitleggen,17
überhaupt,17
moorden,17
eisen,17
januari,17
werkelijkheid,17
gasten,17
zoveelste,17
ni,17
geweigerd,17
volg,17
gewußt,17
tante,17
lucht,17
rijk,17
behandeld,17
sommigen,17
engel,17
veilig,17
nul,17
jegens,17
aangepakt,17
klinkt,17
ah,17
gebracht,17
zogenaamde,17
nexit,17
uiteindelijk,17
baas,17
ruimte,17
oké,17
leiders,17
correct,17
trots,17
dame,17
qua,17
zomaar,17
april,17
opsluiten,17
klas,17
dna,17
besmettelijk,17
opnames,17
geile,17
ics,17
écht,17
vergelijking,17
dodelijk,17
boze,17
volgt,17
hoofden,17
midden,17
geert,17
procent,17
misbruiken,16
impact,16
honderden,16
hoorde,16
biden,16
bijv,16
uitgemaakt,16
doordat,16
drama,16
gekkies,16
gediscrimineerd,16
gewelddadige,16
rijden,16
vreselijk,16
stuur,16
marc,16
onderscheid,16
gladiool,16
ware,16
optreden,16
boeken,16
telefoon,16
water,16
godsnaam,16
degelijk,16
adam,16
jezus,16
gesloten,16
bijzonder,16
eieren,16
halve,16
maakte,16
orde,16
volle,16
blind,16
onderwijs,16
slaven,16
up,16
mocro,16
drukte,16
kennen,16
negeren,16
vermoorden,16
lijken,16
tyfus,16
journaal,16
walgelijk,16
puur,16
data,16
ranst,16
hoger,16
r,16
inwoners,16
erop,16
geweldig,16
coronatest,16
viruswaarheid,16
grenzen,16
reizen,16
coronatijden,16
b,16
tis,16
krant,16
spreekt,16
momenteel,16
bah,16
privacy,16
voordeel,16
bescherming,16
gestoken,15
bellen,15
geweten,15
kerel,15
strafblad,15
misdaden,15
las,15
commentaar,15
social,15
dtv,15
tarrass,15
veroorzaken,15
kozp,15
luister,15
gevaarlijker,15
matter,15
klaver,15
volop,15
daarnaast,15
haalt,15
nazis,15
clown,15
vond,15
kech,15
voorzichtig,15
fotos,15
zowel,15
gekozen,15
schiet,15
gemakkelijk,15
gebied,15
piek,15
klootzak,15
waarop,15
schijnt,15
gemeente,15
demo,15
fijne,15
tenminste,15
oproepen,15
schaap,15
bewoners,15
duitsers,15
zorgpersoneel,15
haal,15
egoïstische,15
miljoenen,15
verkeerde,15
antwoord,15
pest,15
wijken,15
malen,15
grappig,15
leest,15
plaatsen,15
verliezen,15
migranten,15
steden,15
schade,15
bloed,15
gezellig,15
help,15
stil,15
nwo,15
gedacht,15
people,15
reacties,15
regel,15
kat,15
nummer,15
neuken,15
bewijzen,15
oke,15
aanpakken,15
verplichte,15
bedenken,15
kritisch,15
helft,15
verband,15
simpele,15
news,15
mede,15
natuur,15
dokter,15
miljarden,15
vergelijken,15
godverdomme,15
nn,15
argument,14
meedoen,14
leugenachtige,14
vreemd,14
dient,14
voorstellen,14
dergelijke,14
begonnen,14
lacht,14
keren,14
gericht,14
sneller,14
gesteld,14
komende,14
ov,14
lukt,14
agressief,14
vies,14
valse,14
roep,14
wereldwijde,14
gesproken,14
constant,14
negatief,14
och,14
lullen,14
buren,14
hahaha,14
coronapatiënten,14
coronaslachtoffers,14
meegemaakt,14
sterk,14
armoede,14
walgelijke,14
uiterst,14
democraten,14
verwachten,14
durf,14
inclusief,14
neen,14
hoesten,14
fouten,14
diegene,14
stijgen,14
verveling,14
drinken,14
radio,14
gelden,14
genocide,14
beweren,14
schaam,14
zingen,14
lief,14
acties,14
amper,14
rijke,14
straf,14
illegale,14
trekt,14
ramp,14
degenen,14
oproep,14
besmette,14
probeer,14
houding,14
zooi,14
effect,14
draait,14
allochtone,14
internet,14
kennelijk,14
groter,14
maurice,14
leveren,14
deblock,14
coronaapp,14
gooi,14
betere,14
wél,14
opeens,14
super,14
stom,14
boel,14
mevrouw,14
volgend,14
voldoende,14
langzaam,14
kiezen,14
raakt,14
uitkering,14
rug,14
neef,14
gebaseerd,14
statistieken,14
kakker,14
kritische,14
hol,14
middel,14
heerlijk,14
hoest,14
jaap,14
seks,14
verjaardag,14
asociale,14
influencers,14
afvragen,14
spijt,14
beweert,14
eenmaal,14
ongelofelijk,14
mondmasker,14
laptops,14
marokkaanse,14
kartonnen,14
belgen,14
netjes,13
negatieve,13
werkloosheid,13
obama,13
handschoenen,13
banen,13
zaten,13
betoging,13
reclame,13
hiervoor,13
wisten,13
harder,13
coronapatienten,13
eng,13
hype,13
schreeuwen,13
zijnde,13
slavernij,13
laatst,13
pikken,13
rij,13
opgelost,13
verleden,13
wnl,13
producten,13
besluit,13
gespuis,13
foute,13
marokko,13
link,13
update,13
behandeling,13
geel,13
homos,13
zogenaamd,13
géén,13
markten,13
pro,13
avond,13
conclusie,13
massale,13
bende,13
schijnveiligheid,13
jr,13
zgn,13
lag,13
groningen,13
openbare,13
rondlopen,13
tuin,13
durven,13
bezoek,13
islamitische,13
les,13
harde,13
interessant,13
weigeren,13
plicht,13
nosjournaal,13
maffia,13
richtlijnen,13
medewerkers,13
boer,13
oprecht,13
covidiots,13
no,13
tests,13
wetenschappelijk,13
adviezen,13
feestje,13
onnodig,13
toeristen,13
gebrek,13
utrecht,13
gestoord,13
kapje,13
middelen,13
versurfer,13
persconferenties,13
bouwen,13
thuisonderwijs,13
ruim,13
wuhan,13
supermarkten,13
kerst,13
waarmee,13
nen,13
verzonnen,12
exact,12
zakken,12
bank,12
proleet,12
check,12
are,12
ma,12
ongeacht,12
gestopt,12
verontwaardiging,12
stemt,12
past,12
zielig,12
blacklivesmatternl,12
femke,12
bus,12
waarvoor,12
liefst,12
onschuldige,12
tast,12
blmprotesten,12
plat,12
wijze,12
onverantwoord,12
lt,12
kanten,12
irma,12
lappen,12
klappen,12
spaanse,12
fascisme,12
not,12
westen,12
interview,12
volslagen,12
gele,12
spelletjes,12
genieten,12
schiphol,12
enof,12
vingers,12
dewever,12
klanten,12
communistische,12
wetten,12
mogelijke,12
boodschap,12
gemeenschap,12
terreur,12
kickoutrutte,12
aanleiding,12
bezoeken,12
videos,12
gaf,12
kkr,12
meerderheid,12
voelt,12
opgesloten,12
generatie,12
rechter,12
gwn,12
onderdrukking,12
tellen,12
voornamelijk,12
opstand,12
wees,12
regio,12
filmpjes,12
afrikanen,12
muziek,12
diversiteit,12
prachtige,12
genoemd,12
tip,12
erin,12
cm,12
begrip,12
boeit,12
uitleg,12
slap,12
standaard,12
killervirus,12
opgenomen,12
bed,12
bewijst,12
c,12
turken,12
vh,12
gevaarlijke,12
duizend,12
wanbeleid,12
verspreid,12
omgaan,12
nek,12
expert,12
lab,12
gekke,12
ballen,12
wijzen,12
slopen,12
hcq,12
kaag,12
rusland,12
toegeven,12
antwoorden,12
ongelooflijk,12
ist,12
realiteit,12
genezen,12
hersenloze,12
zoekt,12
vrijwillig,12
ouder,12
hugodejonge,12
alsjeblieft,12
geluisterd,12
preventief,12
boek,12
joodse,12
pvda,12
bestellen,12
besteld,12
bepalen,12
boas,12
groepsimmuniteit,12
iran,12
coronalied,12
onmogelijk,11
criminaliteit,11
gooit,11
doodgaan,11
sarscov,11
anderhalvemetersamenleving,11
ontvangen,11
opgezet,11
vlaanderen,11
ernst,11
regelmatig,11
zodanig,11
stijgende,11
lijn,11
meisjes,11
afrikaanse,11
fik,11
decennia,11
issue,11
getinte,11
individu,11
bet,11
stiekem,11
grondwet,11
mi,11
voorouders,11
justitie,11
lid,11
stappen,11
spoort,11
kaart,11
mannetje,11
rare,11
spreek,11
japan,11
werkgever,11
trouwen,11
bedoeling,11
duits,11
gestegen,11
dennis,11
drukken,11
achtergrond,11
fan,11
afhankelijk,11
belastinggeld,11
nr,11
leidt,11
at,11
verklaard,11
tegelijkertijd,11
juli,11
levensgevaarlijk,11
recessie,11
kansloze,11
hierbij,11
beseffen,11
onderliggende,11
zegen,11
versoepeling,11
oktober,11
italie,11
vrijwel,11
kloppen,11
praktijk,11
blacks,11
zwijgen,11
zwartepiet,11
waarde,11
us,11
pasen,11
geschreven,11
tov,11
telegraaf,11
oog,11
waarschuwen,11
passen,11
veranderd,11
hekel,11
merk,11
controleren,11
alvast,11
oom,11
leeftijd,11
pot,11
ventilatie,11
voorlopig,11
besef,11
merkel,11
belgie,11
ermee,11
doodgeschoten,11
wou,11
volgers,11
afschaffen,11
honger,11
moeite,11
egoïstisch,11
lijden,11
trap,11
kiezers,11
italianen,11
virologen,11
indammen,11
goeie,11
koop,11
wa,11
zee,11
muilkorf,11
verdienen,11
complete,11
falen,11
misdadig,11
bedreigd,11
verzinnen,11
leef,11
heer,11
joden,11
teststraat,11
gesteund,11
dít,11
ontkenners,11
gekocht,11
belachelijke,11
liegt,11
gelezen,11
tweedekamer,11
samentegencorona,11
haatbaarden,11
coronastrategie,11
wetenschappelijke,11
immers,11
kerken,11
koorts,11
jan,11
brief,11
collega,11
vals,11
apart,11
for,11
hangen,11
eentje,10
mischien,10
sociaal,10
slot,10
mishandelen,10
been,10
voedsel,10
noord,10
hysterie,10
riep,10
regeringen,10
zekerheid,10
knielen,10
knieën,10
distancing,10
grond,10
alcohol,10
stopdelockdown,10
diezelfde,10
beperkte,10
betogen,10
portugal,10
hysterische,10
mss,10
etnisch,10
profileren,10
communisme,10
donker,10
zeep,10
eigenaar,10
vuur,10
pijn,10
romeinse,10
daarover,10
nogmaals,10
hup,10
massahysterie,10
trek,10
effectief,10
nertsen,10
gezorgd,10
althans,10
heden,10
onbetrouwbaar,10
instituut,10
your,10
damn,10
bedrog,10
tegelijk,10
gaten,10
energie,10
banken,10
spuit,10
anno,10
interesse,10
hoogte,10
nlers,10
bedreigen,10
verschillen,10
luie,10
wijsheid,10
grap,10
aanwezig,10
suriname,10
strategie,10
zwak,10
marxistische,10
regime,10
lage,10
kast,10
pact,10
stikstof,10
geschikt,10
mate,10
verdwenen,10
terugkomen,10
luistert,10
stadion,10
gij,10
rijker,10
kloten,10
medelijden,10
bruiloft,10
dubbel,10
coronagolf,10
leer,10
gerust,10
criminelen,10
minstens,10
vier,10
drugs,10
verdwijnen,10
my,10
wassen,10
dadelijk,10
onderdeel,10
ondernemer,10
hoek,10
twijfel,10
model,10
tevens,10
klm,10
resultaat,10
leeft,10
onbetrouwbare,10
coronacijfers,10
ed,10
benoemen,10
achteraf,10
bovenop,10
vervelend,10
gat,10
ruzie,10
landelijke,10
co,10
lapt,10
sterf,10
autos,10
stranden,10
idioterie,10
programma,10
mensenrechten,10
gezeur,10
gewerkt,10
hoekstra,10
vrije,10
tekst,10
testcapaciteit,10
pure,10
vlaams,10
donald,10
bedoelt,10
vlak,10
opmerkingen,10
logica,10
gezondheidszorg,10
grens,10
dwaas,10
slapen,10
armen,10
groen,10
cq,10
lijf,10
lult,10
strenge,10
dont,10
zak,10
sinterklaas,10
dure,10
youtube,10
woont,10
stopt,10
vtmnieuws,10
gemiddelde,10
aardig,10
september,10
dictator,10
bereikt,10
bitch,10
liep,10
zieken,10
gekken,10
vaccinaties,10
verplichten,10
kracht,10
rijken,10
ad,10
site,10
bleek,10
trein,10
all,10
p,10
express,10
cultuurvolkeren,10
koste,9
must,9
wetenschappers,9
redenen,9
inzien,9
mentaliteit,9
afgeslacht,9
blijken,9
schellekens,9
gewend,9
rascistisch,9
bijeenkomsten,9
omgekomen,9
grijpen,9
heilig,9
precorona,9
record,9
gigantische,9
massamigratie,9
vreedzaam,9
locaties,9
coronaboetes,9
festival,9
theater,9
papieren,9
slachtofferrol,9
huwelijk,9
ongezien,9
middelvinger,9
verdeeldheid,9
duidelijker,9
enzo,9
woensdag,9
bruin,9
stierf,9
moordenaars,9
tsunami,9
sterker,9
papier,9
noemde,9
vrees,9
danken,9
aap,9
bos,9
eenzaamheid,9
ideeën,9
peilingen,9
jeetje,9
blokkeren,9
deugers,9
jesse,9
coronabeperkingen,9
wekenlang,9
eenzijdig,9
kaaskop,9
ophef,9
zucht,9
toegestaan,9
deelnemers,9
doodsoorzaken,9
fam,9
neergezet,9
internationale,9
raden,9
dik,9
generaties,9
chocolade,9
terras,9
hetero,9
journalistiek,9
grapje,9
extreme,9
draadje,9
gedwongen,9
argumenten,9
sukkel,9
officieel,9
instructies,9
óók,9
eh,9
oregon,9
rijksoverheid,9
beperkingen,9
mtr,9
whites,9
café,9
stikken,9
dreigt,9
belangrijke,9
vriendjes,9
haten,9
missen,9
clubje,9
eeuwen,9
dienen,9
gedraag,9
relschoppers,9
economicus,9
woon,9
new,9
oudjes,9
muilkorven,9
politiestaat,9
name,9
hersencellen,9
vanzelf,9
post,9
politicus,9
immuun,9
eeuw,9
vlaamse,9
zsm,9
donder,9
inzet,9
intelligente,9
zó,9
wilmes,9
steekt,9
degene,9
id,9
opvolgen,9
verdomme,9
park,9
kont,9
onbegrijpelijk,9
sukkels,9
scheelt,9
wapen,9
erik,9
teef,9
thierry,9
sprake,9
regeert,9
poep,9
sws,9
bekende,9
prijzen,9
misbruik,9
asociaal,9
voert,9
gemeenten,9
openbaar,9
hufters,9
mvr,9
prachtig,9
brave,9
arrogante,9
bijeen,9
leugenaar,9
moordenaar,9
legt,9
roer,9
